,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
209,601127.SH,20220809,67,67.91,66,66.32,66.75,-0.43,-0.6442,166834.34,1115455.12
208,601127.SH,20220810,65.23,67.86,64.69,64.8,66.32,-1.52,-2.2919,175754.04,1157132.395
207,601127.SH,20220811,64.85,65.77,63.63,65.22,64.8,0.42,0.6481,187476.53,1216211.556
206,601127.SH,20220812,64.96,65.45,64,64.15,65.22,-1.07,-1.6406,101671.5,655674.615
205,601127.SH,20220815,63.88,67.66,63.66,66.35,64.15,2.2,3.4295,195292.04,1289598.397
204,601127.SH,20220816,66.31,67.6,65.21,66.32,66.35,-0.03,-0.0452,159133.48,1059422.515
203,601127.SH,20220817,65.63,68.21,65.15,67.59,66.32,1.27,1.915,167889.78,1117966.279
202,601127.SH,20220818,67.86,68.14,65.01,65.31,67.59,-2.28,-3.3733,171539.83,1136727.156
201,601127.SH,20220819,64.7,65.31,62.83,63.58,65.31,-1.73,-2.6489,159087.07,1014820.91
200,601127.SH,20220822,63.39,67.07,62.6,66.82,63.58,3.24,5.0959,215910.62,1422353.228
199,601127.SH,20220823,66.83,66.83,65.03,65.61,66.82,-1.21,-1.8108,120409.99,790537.545
198,601127.SH,20220824,65.25,65.94,61.6,61.99,65.61,-3.62,-5.5175,170605.66,1077974.96
197,601127.SH,20220825,62.7,64.07,61.89,63.99,61.99,2,3.2263,153061.47,967658.483
196,601127.SH,20220826,64,66.85,63.69,65.53,63.99,1.54,2.4066,158492.34,1042601.559
195,601127.SH,20220829,66.8,67.38,65.6,66.33,65.53,0.8,1.2208,147777.76,983796.155
194,601127.SH,20220830,65.9,66.99,65.25,66.34,66.33,0.01,0.0151,84326.4,557526.419
193,601127.SH,20220831,66,68.11,60.8,61.8,66.34,-4.54,-6.8435,257619.75,1658147.923
192,601127.SH,20220901,61.8,65.7,60.66,64.52,61.8,2.72,4.4013,182534.63,1160824.961
191,601127.SH,20220902,66.2,68.1,63.81,65.07,64.52,0.55,0.8524,226430.4,1496534.516
190,601127.SH,20220905,64.11,65.1,62.5,64.26,65.07,-0.81,-1.2448,136963.67,868632.409
189,601127.SH,20220906,65,66.98,64.5,65.89,64.26,1.63,2.5366,168137.69,1114181.111
188,601127.SH,20220907,66.68,67.88,66,66.96,65.89,1.07,1.6239,163092.19,1093185.967
187,601127.SH,20220908,67.09,67.7,65.1,65.1,66.96,-1.86,-2.7778,112791.27,747266.636
186,601127.SH,20220909,64.84,66.77,64.45,65.63,65.1,0.53,0.8141,82977.94,544254.032
185,601127.SH,20220913,66.3,70.91,66.1,69.67,65.63,4.04,6.1557,243078.77,1669373.563
184,601127.SH,20220914,68.69,70.54,67.65,68.89,69.67,-0.78,-1.1196,194462.51,1345368.887
183,601127.SH,20220915,69.2,69.49,63.24,63.34,68.89,-5.55,-8.0563,268265.67,1759252.482
182,601127.SH,20220916,63.45,64.77,61.66,63.08,63.34,-0.26,-0.4105,115074.94,730656.072
181,601127.SH,20220919,63.34,69.39,63.26,67.35,63.08,4.27,6.7692,337812,2275352.262
180,601127.SH,20220920,67.93,69.48,67.7,68.16,67.35,0.81,1.2027,198420.41,1359079.323
179,601127.SH,20220921,66.9,68.17,66.11,67.8,68.16,-0.36,-0.5282,137451.91,923374.039
178,601127.SH,20220922,66.28,67.71,64.5,65.9,67.8,-1.9,-2.8024,144419.36,956522.035
177,601127.SH,20220923,65.15,65.94,62.1,63.25,65.9,-2.65,-4.0212,173850.53,1101156.349
176,601127.SH,20220926,62.22,64.86,61.82,63.78,63.25,0.53,0.8379,128329.56,817041.742
175,601127.SH,20220927,64.6,64.85,62.4,63.99,63.78,0.21,0.3293,100015.54,633479.4
174,601127.SH,20220928,63.12,63.65,60.33,60.63,63.99,-3.36,-5.2508,129203.92,797306.75
173,601127.SH,20220929,61.59,61.65,57,58.08,60.63,-2.55,-4.2058,163611.68,960620.231
172,601127.SH,20220930,57.11,57.88,55.26,55.26,58.08,-2.82,-4.8554,136005.07,763490.873
171,601127.SH,20221010,52,52.67,49.73,49.73,55.26,-5.53,-10.0072,194825.57,986036.44
170,601127.SH,20221011,48.2,50.5,47.3,50.07,49.73,0.34,0.6837,175333.84,861127.2
169,601127.SH,20221012,50.31,52.65,49.79,52.49,50.07,2.42,4.8332,176079.37,899168
168,601127.SH,20221013,51.81,53.32,51.41,51.87,52.49,-0.62,-1.1812,117080.97,614712.364
167,601127.SH,20221014,52.52,55.09,52.52,54.44,51.87,2.57,4.9547,166312.36,895403.567
