,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
99,601633.SH,20230119,29.76,30.18,29.69,29.86,29.94,-0.08,-0.2672,123597,369433.579
98,601633.SH,20230120,29.86,30.48,29.86,30.4,29.86,0.54,1.8084,178956.66,540663.157
97,601633.SH,20230130,31.53,32.44,30.87,31.05,30.4,0.65,2.1382,378912.62,1200835.364
96,601633.SH,20230131,31.01,31.38,30.83,30.94,31.05,-0.11,-0.3543,179943.82,559019.49
95,601633.SH,20230201,30.94,32.39,30.94,32.35,30.94,1.41,4.5572,334994.89,1067097.163
94,601633.SH,20230202,32.4,33.16,32.15,32.46,32.35,0.11,0.34,312108.32,1021568.215
93,601633.SH,20230203,32.36,32.6,31.69,32.1,32.46,-0.36,-1.1091,163487.49,523857.326
92,601633.SH,20230206,32.1,32.35,31.45,31.5,32.1,-0.6,-1.8692,136900.47,433499.922
91,601633.SH,20230207,31.46,31.75,31.2,31.46,31.5,-0.04,-0.127,102249.13,320725.739
90,601633.SH,20230208,31.1,31.76,30.72,31.31,31.46,-0.15,-0.4768,145439.39,453904.135
89,601633.SH,20230209,31.05,31.8,30.94,31.63,31.31,0.32,1.022,134244.35,421839.401
88,601633.SH,20230210,31.58,32,31.2,31.29,31.63,-0.34,-1.0749,124294.86,392293.189
87,601633.SH,20230213,31,31.82,30.56,31.62,31.29,0.33,1.0547,192474.23,605684.386
86,601633.SH,20230214,31.77,32.88,31.49,32.78,31.62,1.16,3.6686,282577.88,911834.61
85,601633.SH,20230215,33.2,33.4,32.65,32.86,32.78,0.08,0.2441,247890.27,818244.363
84,601633.SH,20230216,33.1,33.8,32.51,32.7,32.86,-0.16,-0.4869,282857.26,941254.513
83,601633.SH,20230217,32.72,33.46,32.52,32.59,32.7,-0.11,-0.3364,178868.35,588088.899
82,601633.SH,20230220,32.67,32.82,31.68,32.61,32.59,0.02,0.0614,209209.61,675446.248
81,601633.SH,20230221,32.7,34.5,32.61,34.14,32.61,1.53,4.6918,370524.51,1257276.771
80,601633.SH,20230222,33.94,34.56,33.6,34.31,34.14,0.17,0.4979,224570.77,767755.183
79,601633.SH,20230223,34.43,35.97,34.35,35.64,34.31,1.33,3.8764,336791.69,1196140.064
78,601633.SH,20230224,35.5,35.88,34.18,34.33,35.64,-1.31,-3.6756,299515.65,1039429.295
77,601633.SH,20230227,33.9,34.99,33.83,34.55,34.33,0.22,0.6408,200890.89,695109.267
76,601633.SH,20230228,34.43,34.91,33.78,34.49,34.55,-0.06,-0.1737,242975.66,830665.263
75,601633.SH,20230301,34.27,35.73,33.85,35.41,34.49,0.92,2.6674,246502.13,864677.233
74,601633.SH,20230302,35.19,35.66,34.81,34.85,35.41,-0.56,-1.5815,155596.37,546645.481
73,601633.SH,20230303,34.89,35.2,34.47,34.81,34.85,-0.04,-0.1148,111625.39,388059.459
72,601633.SH,20230306,34.6,34.78,33.84,34.72,34.81,-0.09,-0.2585,155849.71,533229.303
71,601633.SH,20230307,34.52,34.9,33.9,33.95,34.72,-0.77,-2.2177,159012.94,544995.885
70,601633.SH,20230308,33.68,34,33.53,33.97,33.95,0.02,0.0589,127153.81,429202.055
69,601633.SH,20230309,34.07,34.17,33.21,33.6,33.97,-0.37,-1.0892,234848.11,786113.294
68,601633.SH,20230310,33.21,33.21,30.24,30.24,33.6,-3.36,-10,654936.76,2024893.017
67,601633.SH,20230313,29.06,29.46,28.3,28.49,30.24,-1.75,-5.787,443194.22,1270233.395
66,601633.SH,20230314,28.4,28.6,27.11,27.27,28.49,-1.22,-4.2822,532310.05,1467676.498
65,601633.SH,20230315,27.39,27.53,26.81,26.9,27.27,-0.37,-1.3568,346279.46,937725.707
64,601633.SH,20230316,26.65,27.22,26.44,26.79,26.9,-0.11,-0.4089,231203.99,621946.04
