,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
115,300357.SZ,20221208,51,51.16,50.1,50.65,51.23,-0.58,-1.1321,25668.08,129766.011
114,300357.SZ,20221209,50.41,50.7,49.84,50.67,50.65,0.02,0.0395,23958.04,120739.246
113,300357.SZ,20221212,50.34,52.19,50.34,52.06,50.67,1.39,2.7432,25065.04,129293.975
112,300357.SZ,20221213,52.47,53.09,51.6,52.26,52.06,0.2,0.3842,18189.69,95073.458
111,300357.SZ,20221214,52.05,52.9,51.85,52.5,52.26,0.24,0.4592,15145.52,79229.669
110,300357.SZ,20221215,52.03,52.89,51.4,51.63,52.5,-0.87,-1.6571,14381.5,74783.394
109,300357.SZ,20221216,51.17,52.18,51.15,52.15,51.63,0.52,1.0072,14394.42,74588.598
108,300357.SZ,20221219,52.15,52.74,50.52,50.85,52.15,-1.3,-2.4928,14838.15,75980.949
107,300357.SZ,20221220,50.51,50.73,48.9,48.99,50.85,-1.86,-3.6578,25733.34,127715.35
106,300357.SZ,20221221,48.93,49.25,47.88,48.3,48.99,-0.69,-1.4085,13075.67,63220.687
105,300357.SZ,20221222,48.32,51.25,48.01,51.1,48.3,2.8,5.7971,25457.29,128164.004
104,300357.SZ,20221223,51.1,51.3,50.51,51.17,51.1,0.07,0.137,14672.71,74875.865
103,300357.SZ,20221226,51.21,52.8,51.2,51.66,51.17,0.49,0.9576,17744.98,91812.605
102,300357.SZ,20221227,51.66,53.53,50.64,52.85,51.66,1.19,2.3035,21522.73,112897.026
101,300357.SZ,20221228,53,55.5,52.51,54.61,52.85,1.76,3.3302,33217.53,181177.997
100,300357.SZ,20221229,54.05,55.48,53.9,55.1,54.61,0.49,0.8973,22615.37,124168.49
99,300357.SZ,20221230,55,56.58,54.89,55.1,55.1,0,0,29246.69,162292.074
98,300357.SZ,20230103,54.79,55.73,53.91,54.36,55.1,-0.74,-1.343,28479.45,155361.841
97,300357.SZ,20230104,54.35,55.23,54.19,54.89,54.36,0.53,0.975,15805.05,86674.847
96,300357.SZ,20230105,54.77,56.34,54.6,55.3,54.89,0.41,0.7469,16720.21,92855.404
95,300357.SZ,20230106,55.38,55.65,54.25,54.5,55.3,-0.8,-1.4467,22068.38,120719.287
94,300357.SZ,20230109,54.51,55.64,54.17,55.18,54.5,0.68,1.2477,17487.37,96202.767
93,300357.SZ,20230110,55.19,55.75,54.27,55.3,55.18,0.12,0.2175,16254.72,89832.757
92,300357.SZ,20230111,55.3,57.49,54.83,55.3,55.3,0,0,28522.49,160198.968
91,300357.SZ,20230112,55.1,55.46,54.29,54.84,55.3,-0.46,-0.8318,18484.23,101376.163
90,300357.SZ,20230113,54.51,57.18,54.41,57,54.84,2.16,3.9387,39118.44,220237.97
89,300357.SZ,20230116,56.81,58.47,56.7,57,57,0,0,40677.86,234370.551
88,300357.SZ,20230117,56.95,57.43,56.4,56.71,57,-0.29,-0.5088,18682.24,106206.409
87,300357.SZ,20230118,56.71,56.9,55.56,56,56.71,-0.71,-1.252,16719.16,93680.055
86,300357.SZ,20230119,56.47,56.88,55.2,56.37,56,0.37,0.6607,17616.33,99222.409
85,300357.SZ,20230120,56.37,56.9,55.13,55.47,56.37,-0.9,-1.5966,18124.43,100984.593
84,300357.SZ,20230130,55.83,57.47,55.59,57,55.47,1.53,2.7582,35805.59,203725.357
83,300357.SZ,20230131,56.5,56.99,55.85,56.5,57,-0.5,-0.8772,23662.73,133642.411
82,300357.SZ,20230201,56.6,56.99,55.8,56.1,56.5,-0.4,-0.708,19560.15,110123.561
81,300357.SZ,20230202,56,57.2,55.66,55.91,56.1,-0.19,-0.3387,21742.87,122292.612
80,300357.SZ,20230203,55.6,56.3,54.43,55.11,55.91,-0.8,-1.4309,14327.24,78928.444
79,300357.SZ,20230206,55.12,55.33,54,54.35,55.11,-0.76,-1.3791,20470.55,111281.502
78,300357.SZ,20230207,54.39,55.07,53.3,53.6,54.35,-0.75,-1.3799,16334.46,87933.263
77,300357.SZ,20230208,53.43,53.95,53.05,53.49,53.6,-0.11,-0.2052,15929.66,85293.835
76,300357.SZ,20230209,53.49,54.13,53.03,53.6,53.49,0.11,0.2056,21330.9,114294.759
75,300357.SZ,20230210,53.49,54.35,53.4,54.03,53.6,0.43,0.8022,27841.95,150281.595
74,300357.SZ,20230213,54.06,55.47,53.52,54.17,54.03,0.14,0.2591,25804.43,140347.11
73,300357.SZ,20230214,54.2,55.19,54.02,54.59,54.17,0.42,0.7753,18045.32,98833.94
72,300357.SZ,20230215,54.44,54.59,53.26,53.5,54.59,-1.09,-1.9967,12410.25,66543.584
71,300357.SZ,20230216,53.69,54.32,52.8,53.23,53.5,-0.27,-0.5047,19153.77,102440.804
70,300357.SZ,20230217,52.8,53.49,52.3,52.76,53.23,-0.47,-0.883,15894.34,83942.652
69,300357.SZ,20230220,52.32,53.55,51.35,53.32,52.76,0.56,1.0614,23601.7,124485.526
68,300357.SZ,20230221,53.26,53.89,53.03,53.69,53.32,0.37,0.6939,12641.09,67668.949
67,300357.SZ,20230222,53.5,54.38,53.01,53.54,53.69,-0.15,-0.2794,11290,60693.486
66,300357.SZ,20230223,53.53,54.29,52.72,53.15,53.54,-0.39,-0.7284,14168.23,75561.972
65,300357.SZ,20230224,53.69,53.76,51.99,52.35,53.15,-0.8,-1.5052,18518.1,96999.265
64,300357.SZ,20230227,52.34,52.52,51.39,52.09,52.35,-0.26,-0.4967,29505.69,152686.743
63,300357.SZ,20230228,52.09,52.9,52,52.72,52.09,0.63,1.2094,14041.15,73799.263
62,300357.SZ,20230301,52.8,53.64,52.25,52.79,52.72,0.07,0.1328,18512.1,98028.838
61,300357.SZ,20230302,52.64,53.16,51.78,51.81,52.79,-0.98,-1.8564,15911.82,82985.167
60,300357.SZ,20230303,51.81,52.33,51.16,51.61,51.81,-0.2,-0.386,17371.5,89711.836
59,300357.SZ,20230306,51.61,52.87,51.33,52.12,51.61,0.51,0.9882,17104.18,89024.842
58,300357.SZ,20230307,52.2,52.44,50.92,50.95,52.12,-1.17,-2.2448,16329.19,84246.199
57,300357.SZ,20230308,50.78,51.5,50.4,51.47,50.95,0.52,1.0206,12747.42,65264.776
56,300357.SZ,20230309,52.03,52.21,51.02,52.09,51.47,0.62,1.2046,13479.33,69889.793
55,300357.SZ,20230310,51.71,53.5,51.59,52.76,52.09,0.67,1.2862,22040.3,115975.623
54,300357.SZ,20230313,52.73,53.15,52.23,52.77,52.76,0.01,0.019,12584.56,66332.752
53,300357.SZ,20230314,52.71,53.3,52.25,52.43,52.77,-0.34,-0.6443,10110.95,53303.741
52,300357.SZ,20230315,52.43,53.49,51.66,51.85,52.43,-0.58,-1.1062,15166.76,79723.347
51,300357.SZ,20230316,51.92,52.85,51.77,52.02,51.85,0.17,0.3279,15228.88,79555.046
50,300357.SZ,20230317,52.03,52.57,51.3,51.32,52.02,-0.7,-1.3456,16281.24,84462.873
49,300357.SZ,20230320,51.52,51.65,50.34,50.54,51.32,-0.78,-1.5199,15346.07,78111.701
48,300357.SZ,20230321,50.4,51.28,50.15,50.7,50.54,0.16,0.3166,16315.46,82520.835
47,300357.SZ,20230322,51.1,51.1,49.22,50.27,50.7,-0.43,-0.8481,20194.46,100897.303
46,300357.SZ,20230323,50.17,50.51,49.54,49.88,50.27,-0.39,-0.7758,11860.48,59254.366
45,300357.SZ,20230324,49.85,50.39,48.97,49.3,49.88,-0.58,-1.1628,17430.74,86392.005
44,300357.SZ,20230327,49.3,49.8,48.6,48.95,49.3,-0.35,-0.7099,14559.81,71575.365
43,300357.SZ,20230328,49.1,49.64,48.65,48.86,48.95,-0.09,-0.1839,17147,83970.161
42,300357.SZ,20230329,48.86,49,47.15,48,48.86,-0.86,-1.7601,25567,122491.594
41,300357.SZ,20230330,47.69,48.5,47.69,48.03,48,0.03,0.0625,15843.22,75923.006
40,300357.SZ,20230331,48.03,48.58,47.07,47.6,48.03,-0.43,-0.8953,20605.03,98303.155
39,300357.SZ,20230403,47.99,48.09,47.12,47.21,47.6,-0.39,-0.8193,22413.14,106419.319
38,300357.SZ,20230404,47.11,47.49,46.16,47.03,47.21,-0.18,-0.3813,38799.04,181439.417
37,300357.SZ,20230406,47.02,47.58,46.61,46.8,47.03,-0.23,-0.489,16051.82,75588.128
36,300357.SZ,20230407,47.08,49.31,46.81,49.06,46.8,2.26,4.8291,30507.08,148742.753
35,300357.SZ,20230410,48.56,50.17,48.5,49.72,49.06,0.66,1.3453,29112.74,144418.141
34,300357.SZ,20230411,49.99,50.28,48.3,48.6,49.72,-1.12,-2.2526,27753.93,135908.673
33,300357.SZ,20230412,48.61,49.08,47.87,48,48.6,-0.6,-1.2346,18065.55,87417.896
32,300357.SZ,20230413,47.86,49.68,47.63,48.84,48,0.84,1.75,36682.66,179088.016
31,300357.SZ,20230414,49.1,49.67,48.02,48.11,48.84,-0.73,-1.4947,25277.73,122885.419
30,300357.SZ,20230417,48.11,49.14,48.11,48.6,48.11,0.49,1.0185,19709.68,95702.703
29,300357.SZ,20230418,48.6,48.7,47.53,47.57,48.6,-1.03,-2.1193,17822.11,85317.111
28,300357.SZ,20230419,47.53,47.85,46.8,47.01,47.57,-0.56,-1.1772,15900.38,75087.238
27,300357.SZ,20230420,46.95,47.52,45.52,46.31,47.01,-0.7,-1.489,26110.5,121109.835
26,300357.SZ,20230421,45.5,46.31,43.31,44.48,46.31,-1.83,-3.9516,46474.83,209393.303
25,300357.SZ,20230424,44.62,44.78,42.8,43.65,44.48,-0.83,-1.866,48781.01,212468.477
24,300357.SZ,20230425,43.5,44.6,43.2,43.99,43.65,0.34,0.7789,37961.4,166503.448
23,300357.SZ,20230426,44.31,46.56,43.88,45.53,43.99,1.54,3.5008,41780.34,190160.952
22,300357.SZ,20230427,45.45,47.47,45.45,47.2,45.53,1.67,3.6679,35252.52,165236.204
21,300357.SZ,20230428,46.8,47.72,45.9,46.3,47.2,-0.9,-1.9068,33914.16,157181.142
20,300357.SZ,20230504,46.12,46.99,45.8,45.93,46.3,-0.37,-0.7991,21268.32,98232.317
19,300357.SZ,20230505,45.93,46.22,44.7,44.99,45.93,-0.94,-2.0466,19676.2,89074.205
18,300357.SZ,20230508,45.18,45.8,43.63,44.28,44.99,-0.71,-1.5781,29703.18,131506.308
17,300357.SZ,20230509,44.26,44.42,43,43.05,44.28,-1.23,-2.7778,25129.14,108886.465
16,300357.SZ,20230510,43.1,44.04,42.91,43.78,43.05,0.73,1.6957,21969.17,95736.09
15,300357.SZ,20230511,43.7,44.7,42.64,42.82,43.78,-0.96,-2.1928,26084.53,112968.227
14,300357.SZ,20230512,42.82,43.27,42.3,42.82,42.82,0,0,17390.8,74409.749
13,300357.SZ,20230515,42.71,42.93,41.9,42.6,42.82,-0.22,-0.5138,21878.53,92611.355
12,300357.SZ,20230516,42.65,42.71,42.06,42.5,42.6,-0.1,-0.2347,23054.32,97563.67
11,300357.SZ,20230517,42.4,42.57,42.01,42.29,42.5,-0.21,-0.4941,10629.12,44966.001
10,300357.SZ,20230518,42.25,42.45,41.3,41.61,42.29,-0.68,-1.6079,22519.1,93848.913
9,300357.SZ,20230519,41.3,42.3,41.2,42.02,41.61,0.41,0.9853,24908.91,103939.147
8,300357.SZ,20230522,42.13,42.2,41.28,41.45,42.02,-0.57,-1.3565,20677.29,85887.573
7,300357.SZ,20230523,41.36,42.34,41.36,42.06,41.45,0.61,1.4717,20321.64,85416.822
6,300357.SZ,20230524,41.72,41.88,40.14,40.18,42.06,-1.88,-4.4698,34358.27,139489.259
5,300357.SZ,20230525,40.18,40.63,39.21,39.78,40.18,-0.4,-0.9955,31878.36,126511.352
4,300357.SZ,20230526,39.83,40.7,39.45,40.3,39.78,0.52,1.3072,23453,94158.144
3,300357.SZ,20230529,40.39,40.66,39.46,39.78,40.3,-0.52,-1.2903,20524.41,81871.872
2,300357.SZ,20230530,39.44,40.06,37.7,38.56,39.78,-1.22,-3.0669,46121.66,177009.761
1,300357.SZ,20230531,38.62,39.15,37.85,38.13,38.56,-0.43,-1.1151,26275.55,100727.61
0,300357.SZ,20230601,37.88,38.57,37.45,37.51,38.13,-0.62,-1.626,31958.52,120949.005
